zip,primary_city,acceptable_cities,state,county
94062,Redwood City,"Emerald Hills, Palomar Park, Woodside",CA,San Mateo County
94063,Redwood City,,CA,San Mateo County
94064,Redwood City,,CA,San Mateo County
94065,Redwood City,,CA,San Mateo County
94066,San Bruno,,CA,San Mateo County
94070,San Carlos,,CA,San Mateo County
94074,San Gregorio,,CA,San Mateo County
94080,South San Francisco,S San Fran,CA,San Mateo County
94083,South San Francisco,S San Fran,CA,San Mateo County
94085,Sunnyvale,,CA,Santa Clara County
94086,Sunnyvale,,CA,Santa Clara County
94087,Sunnyvale,,CA,Santa Clara County
94088,Sunnyvale,Onizuka AFB,CA,Santa Clara County
94089,Sunnyvale,,CA,Santa Clara County
94101,San Francisco,,CA,San Francisco County
94102,San Francisco,,CA,San Francisco County
94103,San Francisco,,CA,San Francisco County
94104,San Francisco,,CA,San Francisco County
94105,San Francisco,,CA,San Francisco County
94106,San Francisco,,CA,San Francisco County
94107,San Francisco,,CA,San Francisco County
94108,San Francisco,,CA,San Francisco County
94109,San Francisco,,CA,San Francisco County
94110,San Francisco,,CA,San Francisco County
94111,San Francisco,,CA,San Francisco County
94112,San Francisco,,CA,San Francisco County
94114,San Francisco,,CA,San Francisco County
94115,San Francisco,,CA,San Francisco County
94116,San Francisco,,CA,San Francisco County
94117,San Francisco,,CA,San Francisco County
94118,San Francisco,,CA,San Francisco County
94119,San Francisco,,CA,San Francisco County
94120,San Francisco,,CA,San Francisco County
94121,San Francisco,,CA,San Francisco County
94122,San Francisco,,CA,San Francisco County
94123,San Francisco,,CA,San Francisco County
94124,San Francisco,,CA,San Francisco County
94125,San Francisco,,CA,San Francisco County
94126,San Francisco,,CA,San Francisco County
94127,San Francisco,,CA,San Francisco County
94128,San Francisco,,CA,San Mateo County
94129,San Francisco,,CA,San Francisco County
94130,San Francisco,,CA,San Francisco County
94131,San Francisco,,CA,San Francisco County
94132,San Francisco,,CA,San Francisco County
94133,San Francisco,,CA,San Francisco County
94134,San Francisco,,CA,San Francisco County
94135,San Francisco,,CA,San Francisco County
94136,San Francisco,,CA,San Francisco County
94137,San Francisco,,CA,San Francisco County
94138,San Francisco,,CA,San Francisco County
94139,San Francisco,,CA,San Francisco County
94140,San Francisco,,CA,San Francisco County
94141,San Francisco,,CA,San Francisco County
94142,San Francisco,,CA,San Francisco County
94143,San Francisco,,CA,San Francisco County
94144,San Francisco,,CA,San Francisco County
94145,San Francisco,,CA,San Francisco County
94146,San Francisco,,CA,San Francisco County
94147,San Francisco,,CA,San Francisco County
94150,San Francisco,,CA,San Francisco County
94151,San Francisco,,CA,San Francisco County
94152,San Francisco,,CA,San Francisco County
94153,San Francisco,,CA,San Francisco County
94154,San Francisco,,CA,San Francisco County
94155,San Francisco,,CA,San Francisco County
94156,San Francisco,,CA,San Francisco County
94158,San Francisco,,CA,San Francisco County
94159,San Francisco,,CA,San Francisco County
94160,San Francisco,,CA,San Francisco County
94161,San Francisco,,CA,San Francisco County
94162,San Francisco,,CA,San Francisco County
94163,San Francisco,,CA,San Francisco County
94164,San Francisco,,CA,San Francisco County
94171,San Francisco,,CA,San Francisco County
94172,San Francisco,,CA,San Francisco County
94175,San Francisco,,CA,San Francisco County
94177,San Francisco,,CA,San Francisco County
94188,San Francisco,,CA,San Francisco County
94199,San Francisco,Pacific Area Office,CA,San Francisco County
94203,Sacramento,,CA,Sacramento County
94204,Sacramento,,CA,Sacramento County
94205,Sacramento,,CA,Sacramento County
94206,Sacramento,,CA,Sacramento County
94207,Sacramento,,CA,Sacramento County
94208,Sacramento,,CA,Sacramento County
94209,Sacramento,,CA,Sacramento County
94211,Sacramento,,CA,Sacramento County
94229,Sacramento,,CA,Sacramento County
94230,Sacramento,,CA,Sacramento County
94232,Sacramento,,CA,Sacramento County
94234,Sacramento,,CA,Sacramento County
94235,Sacramento,,CA,Sacramento County
94236,Sacramento,,CA,Sacramento County
94237,Sacramento,,CA,Sacramento County
94239,Sacramento,,CA,Sacramento County
94240,Sacramento,,CA,Sacramento County
94244,Sacramento,,CA,Sacramento County
94245,Sacramento,,CA,Sacramento County
94246,Sacramento,,CA,Sacramento County
94247,Sacramento,,CA,Sacramento County
94248,Sacramento,,CA,Sacramento County
94249,Sacramento,,CA,Sacramento County
94250,Sacramento,,CA,Sacramento County
94252,Sacramento,,CA,Sacramento County
94254,Sacramento,,CA,Sacramento County
94256,Sacramento,,CA,Sacramento County
94257,Sacramento,,CA,Sacramento County
94258,Sacramento,,CA,Sacramento County
94259,Sacramento,,CA,Sacramento County
94261,Sacramento,,CA,Sacramento County
94262,Sacramento,,CA,Sacramento County
94263,Sacramento,,CA,Sacramento County
94267,Sacramento,,CA,Sacramento County
94268,Sacramento,,CA,Sacramento County
94269,Sacramento,,CA,Sacramento County
94271,Sacramento,,CA,Sacramento County
94273,Sacramento,,CA,Sacramento County
94274,Sacramento,,CA,Sacramento County
94277,Sacramento,,CA,Sacramento County
94278,Sacramento,,CA,Sacramento County
94279,Sacramento,,CA,Sacramento County
94280,Sacramento,,CA,Sacramento County
94282,Sacramento,,CA,Sacramento County
94283,Sacramento,,CA,Sacramento County
94284,Sacramento,,CA,Sacramento County
94285,Sacramento,,CA,Sacramento County
94286,Sacramento,,CA,Sacramento County
94287,Sacramento,,CA,Sacramento County
94288,Sacramento,,CA,Sacramento County
94289,Sacramento,,CA,Sacramento County
94290,Sacramento,,CA,Sacramento County
94291,Sacramento,,CA,Sacramento County
94293,Sacramento,,CA,Sacramento County
94294,Sacramento,,CA,Sacramento County
94295,Sacramento,,CA,Sacramento County
94296,Sacramento,,CA,Sacramento County
94297,Sacramento,,CA,Sacramento County
94298,Sacramento,,CA,Sacramento County
94299,Sacramento,,CA,Sacramento County
94301,Palo Alto,,CA,Santa Clara County
94302,Palo Alto,,CA,Santa Clara County
94303,Palo Alto,"E Palo Alto, East Palo Alto",CA,San Mateo County
94304,Palo Alto,,CA,Santa Clara County
94305,Stanford,Palo Alto,CA,Santa Clara County
94306,Palo Alto,,CA,Santa Clara County
94309,Palo Alto,Stanford,CA,Santa Clara County
94401,San Mateo,,CA,San Mateo County
94402,San Mateo,,CA,San Mateo County
94403,San Mateo,,CA,San Mateo County
94404,San Mateo,Foster City,CA,San Mateo County
94497,San Mateo,,CA,San Mateo County
94501,Alameda,,CA,Alameda County
94502,Alameda,,CA,Alameda County
94503,American Canyon,"American Cyn, Vallejo",CA,Napa County
94505,Discovery Bay,Byron,CA,Contra Costa County
94506,Danville,Blackhawk,CA,Contra Costa County
94507,Alamo,,CA,Contra Costa County
94508,Angwin,,CA,Napa County
94509,Antioch,,CA,Contra Costa County
94510,Benicia,,CA,Solano County
94511,Bethel Island,,CA,Contra Costa County
94512,Birds Landing,,CA,Solano County
94513,Brentwood,,CA,Contra Costa County
94514,Byron,Discovery Bay,CA,Contra Costa County
94515,Calistoga,,CA,Napa County
94516,Canyon,,CA,Contra Costa County
94517,Clayton,,CA,Contra Costa County
94518,Concord,,CA,Contra Costa County
94519,Concord,,CA,Contra Costa County
94520,Concord,,CA,Contra Costa County
94521,Concord,,CA,Contra Costa County
94522,Concord,,CA,Contra Costa County
94523,Pleasant Hill,Concord,CA,Contra Costa County
94524,Concord,,CA,Contra Costa County
94525,Crockett,,CA,Contra Costa County
94526,Danville,,CA,Contra Costa County
94527,Concord,,CA,Contra Costa County
94528,Diablo,,CA,Contra Costa County
94529,Concord,,CA,Contra Costa County
94530,El Cerrito,,CA,Contra Costa County
94531,Antioch,,CA,Contra Costa County
94533,Fairfield,,CA,Solano County
94534,Fairfield,Suisun City,CA,Solano County
94535,Travis AFB,Fairfield,CA,Solano County
94536,Fremont,,CA,Alameda County
94537,Fremont,,CA,Alameda County
94538,Fremont,,CA,Alameda County
94539,Fremont,,CA,Alameda County
94540,Hayward,,CA,Alameda County
94541,Hayward,,CA,Alameda County
94542,Hayward,,CA,Alameda County
94543,Hayward,,CA,Alameda County
94544,Hayward,,CA,Alameda County
94545,Hayward,,CA,Alameda County
94546,Castro Valley,Hayward,CA,Alameda County
94547,Hercules,Rodeo,CA,Contra Costa County
94548,Knightsen,,CA,Contra Costa County
94549,Lafayette,,CA,Contra Costa County
94550,Livermore,,CA,Alameda County
94551,Livermore,,CA,Alameda County
94552,Castro Valley,Hayward,CA,Alameda County
94553,Martinez,"Briones, Pacheco",CA,Contra Costa County
94555,Fremont,,CA,Alameda County
94556,Moraga,,CA,Contra Costa County
94557,Hayward,Mount Eden,CA,Alameda County
94558,Napa,Spanish Flat,CA,Napa County
94559,Napa,,CA,Napa County
94560,Newark,,CA,Alameda County
94561,Oakley,,CA,Contra Costa County
94562,Oakville,,CA,Napa County
94563,Orinda,,CA,Contra Costa County
94564,Pinole,,CA,Contra Costa County
94565,Pittsburg,Bay Point,CA,Contra Costa County
94566,Pleasanton,,CA,Alameda County
94567,Pope Valley,,CA,Napa County
94568,Dublin,Pleasanton,CA,Alameda County
94569,Port Costa,,CA,Contra Costa County
94570,Moraga,,CA,Contra Costa County
94571,Rio Vista,,CA,Solano County
94572,Rodeo,,CA,Contra Costa County
94573,Rutherford,,CA,Napa County
94574,Saint Helena,,CA,Napa County
94575,Moraga,,CA,Contra Costa County
94576,Deer Park,Angwin,CA,Napa County
94577,San Leandro,,CA,Alameda County
94578,San Leandro,,CA,Alameda County
94579,San Leandro,,CA,Alameda County
94580,San Lorenzo,,CA,Alameda County
94581,Napa,,CA,Napa County
94582,San Ramon,,CA,Contra Costa County
94583,San Ramon,,CA,Contra Costa County
94585,Suisun City,Birds Lndg,CA,Solano County
94586,Sunol,,CA,Alameda County
94587,Union City,,CA,Alameda County
94588,Pleasanton,,CA,Alameda County
94589,Vallejo,"American Canyon, American Cyn",CA,Solano County
94590,Vallejo,,CA,Solano County
94591,Vallejo,,CA,Solano County
94592,Vallejo,,CA,Solano County
94595,Walnut Creek,Lafayette,CA,Contra Costa County
94596,Walnut Creek,,CA,Contra Costa County
94597,Walnut Creek,Lafayette,CA,Contra Costa County
94598,Walnut Creek,,CA,Contra Costa County
94599,Yountville,,CA,Napa County
94601,Oakland,,CA,Alameda County
94602,Oakland,Piedmont,CA,Alameda County
94603,Oakland,,CA,Alameda County
94604,Oakland,,CA,Alameda County
94605,Oakland,,CA,Alameda County
94606,Oakland,,CA,Alameda County
94607,Oakland,,CA,Alameda County
94608,Emeryville,Oakland,CA,Alameda County
94609,Oakland,,CA,Alameda County
94610,Oakland,Piedmont,CA,Alameda County
94611,Oakland,Piedmont,CA,Alameda County
94612,Oakland,,CA,Alameda County
94613,Oakland,,CA,Alameda County
94614,Oakland,,CA,Alameda County
94615,Oakland,,CA,Alameda County
94617,Oakland,,CA,Alameda County
94618,Oakland,Piedmont,CA,Alameda County
94619,Oakland,,CA,Alameda County
94620,Piedmont,Oakland,CA,Alameda County
94621,Oakland,,CA,Alameda County
94622,Oakland,,CA,Alameda County
94623,Oakland,,CA,Alameda County
94624,Oakland,,CA,Alameda County
94625,Oakland,,CA,Alameda County
94649,Oakland,,CA,Alameda County
94659,Oakland,,CA,Alameda County
94660,Oakland,,CA,Alameda County
94661,Oakland,,CA,Alameda County
94662,Emeryville,Oakland,CA,Alameda County
94666,Oakland,,CA,Alameda County
94701,Berkeley,,CA,Alameda County
94702,Berkeley,,CA,Alameda County
94703,Berkeley,,CA,Alameda County
94704,Berkeley,,CA,Alameda County
94705,Berkeley,,CA,Alameda County
94706,Albany,"Berkeley, Kensington",CA,Alameda County
94707,Berkeley,"Albany, Kensington",CA,Alameda County
94708,Berkeley,Kensington,CA,Alameda County
94709,Berkeley,,CA,Alameda County
94710,Berkeley,Albany,CA,Alameda County
94712,Berkeley,,CA,Alameda County
94720,Berkeley,,CA,Alameda County
94801,Richmond,"N Richmond, North Richmond, Point Richmond, Pt Richmond",CA,Contra Costa County
94802,Richmond,,CA,Contra Costa County
94803,El Sobrante,"Richmond, San Pablo",CA,Contra Costa County
94804,Richmond,,CA,Contra Costa County
94805,Richmond,San Pablo,CA,Contra Costa County
94806,San Pablo,"Hilltop Mall, Richmond",CA,Contra Costa County
94807,Richmond,,CA,Contra Costa County
94808,Richmond,,CA,Contra Costa County
94820,El Sobrante,Richmond,CA,Contra Costa County
94850,Richmond,,CA,Contra Costa County
94901,San Rafael,San Anselmo,CA,Marin County
94903,San Rafael,,CA,Marin County
94904,Greenbrae,Kentfield,CA,Marin County
94912,San Rafael,,CA,Marin County
94913,San Rafael,,CA,Marin County
94914,Kentfield,,CA,Marin County
94915,San Rafael,,CA,Marin County
94920,Belvedere Tiburon,"Bel Tiburon, Belvedere, Tiburon",CA,Marin County
94922,Bodega,,CA,Sonoma County
94923,Bodega Bay,,CA,Sonoma County
94924,Bolinas,,CA,Marin County
94925,Corte Madera,,CA,Marin County
94926,Rohnert Park,Cotati,CA,Sonoma County
94927,Rohnert Park,Cotati,CA,Sonoma County
94928,Rohnert Park,Cotati,CA,Sonoma County
94929,Dillon Beach,,CA,Marin County
94930,Fairfax,,CA,Marin County
94931,Cotati,,CA,Sonoma County
94933,Forest Knolls,,CA,Marin County
94937,Inverness,,CA,Marin County
94938,Lagunitas,,CA,Marin County
94939,Larkspur,,CA,Marin County
94940,Marshall,,CA,Marin County
94941,Mill Valley,,CA,Marin County
94942,Mill Valley,,CA,Marin County
94945,Novato,,CA,Marin County
94946,Nicasio,,CA,Marin County
94947,Novato,,CA,Marin County
94948,Novato,,CA,Marin County
94949,Novato,,CA,Marin County
94950,Olema,,CA,Marin County
94951,Penngrove,,CA,Sonoma County
94952,Petaluma,,CA,Sonoma County
94953,Petaluma,,CA,Sonoma County
94954,Petaluma,,CA,Sonoma County
94955,Petaluma,,CA,Sonoma County
94956,Point Reyes Station,Pt Reyes Sta,CA,Marin County
94957,Ross,,CA,Marin County
94960,San Anselmo,,CA,Marin County
94963,San Geronimo,,CA,Marin County
94964,San Quentin,,CA,Marin County
94965,Sausalito,Muir Beach,CA,Marin County
94966,Sausalito,,CA,Marin County
94970,Stinson Beach,,CA,Marin County
94971,Tomales,,CA,Marin County
94972,Valley Ford,,CA,Sonoma County
94973,Woodacre,,CA,Marin County
94974,San Quentin,,CA,Marin County
94975,Petaluma,,CA,Sonoma County
94976,Corte Madera,,CA,Marin County
94977,Larkspur,,CA,Marin County
94978,Fairfax,,CA,Marin County
94979,San Anselmo,,CA,Marin County
94998,Novato,,CA,Marin County
94999,Petaluma,,CA,Sonoma County
95001,Aptos,,CA,Santa Cruz County
95002,Alviso,San Jose,CA,Santa Clara County
95003,Aptos,,CA,Santa Cruz County
95004,Aromas,,CA,Monterey County
95005,Ben Lomond,,CA,Santa Cruz County
95006,Boulder Creek,,CA,Santa Cruz County
95007,Brookdale,,CA,Santa Cruz County
95008,Campbell,,CA,Santa Clara County
95009,Campbell,,CA,Santa Clara County
95010,Capitola,,CA,Santa Cruz County
95011,Campbell,,CA,Santa Clara County
95012,Castroville,,CA,Monterey County
95013,Coyote,,CA,Santa Clara County
95014,Cupertino,"Monte Vista, Permanente",CA,Santa Clara County
95015,Cupertino,,CA,Santa Clara County
95017,Davenport,,CA,Santa Cruz County
95018,Felton,,CA,Santa Cruz County
95019,Freedom,,CA,Santa Cruz County
95020,Gilroy,,CA,Santa Clara County
95021,Gilroy,,CA,Santa Clara County
95023,Hollister,,CA,San Benito County
95024,Hollister,,CA,San Benito County
95026,Holy City,"Redwood Est, Redwood Estates",CA,Santa Clara County
95030,Los Gatos,Monte Sereno,CA,Santa Clara County
95031,Los Gatos,,CA,Santa Clara County
95032,Los Gatos,,CA,Santa Clara County
95033,Los Gatos,,CA,Santa Cruz County
95035,Milpitas,,CA,Santa Clara County
95036,Milpitas,,CA,Santa Clara County
95037,Morgan Hill,,CA,Santa Clara County
95038,Morgan Hill,,CA,Santa Clara County
95039,Moss Landing,,CA,Monterey County
95041,Mount Hermon,,CA,Santa Cruz County
95042,New Almaden,,CA,Santa Clara County
95043,Paicines,,CA,San Benito County
95044,Redwood Estates,Redwood Est,CA,Santa Clara County
95045,San Juan Bautista,Sn Jun Batsta,CA,San Benito County
95046,San Martin,,CA,Santa Clara County
95050,Santa Clara,,CA,Santa Clara County
95051,Santa Clara,,CA,Santa Clara County
95052,Santa Clara,,CA,Santa Clara County
95053,Santa Clara,,CA,Santa Clara County
95054,Santa Clara,,CA,Santa Clara County
95055,Santa Clara,,CA,Santa Clara County
95056,Santa Clara,,CA,Santa Clara County
95060,Santa Cruz,"Bonny Doon, Scotts Valley",CA,Santa Cruz County
95061,Santa Cruz,,CA,Santa Cruz County
95062,Santa Cruz,,CA,Santa Cruz County
95063,Santa Cruz,,CA,Santa Cruz County
95064,Santa Cruz,,CA,Santa Cruz County
95065,Santa Cruz,,CA,Santa Cruz County
95066,Scotts Valley,Santa Cruz,CA,Santa Cruz County
95067,Scotts Valley,Santa Cruz,CA,Santa Cruz County
95070,Saratoga,,CA,Santa Clara County
95071,Saratoga,,CA,Santa Clara County
95073,Soquel,,CA,Santa Cruz County
95075,Tres Pinos,,CA,San Benito County
95076,Watsonville,"Corralitos, La Selva Bch, La Selva Beach, Mt Madonna, Pajaro, Royal Oaks",CA,Santa Cruz County
95077,Watsonville,,CA,Santa Cruz County
95101,San Jose,,CA,Santa Clara County
95103,San Jose,,CA,Santa Clara County
95106,San Jose,,CA,Santa Clara County
95108,San Jose,,CA,Santa Clara County
95109,San Jose,,CA,Santa Clara County
95110,San Jose,,CA,Santa Clara County
95111,San Jose,,CA,Santa Clara County
95112,San Jose,,CA,Santa Clara County
95113,San Jose,,CA,Santa Clara County
95115,San Jose,,CA,Santa Clara County
95116,San Jose,,CA,Santa Clara County
95117,San Jose,,CA,Santa Clara County
95118,San Jose,,CA,Santa Clara County
95119,San Jose,,CA,Santa Clara County
95120,San Jose,,CA,Santa Clara County
95121,San Jose,,CA,Santa Clara County
95122,San Jose,,CA,Santa Clara County
95123,San Jose,,CA,Santa Clara County
95124,San Jose,,CA,Santa Clara County
95125,San Jose,,CA,Santa Clara County
95126,San Jose,,CA,Santa Clara County
95127,San Jose,,CA,Santa Clara County
95128,San Jose,,CA,Santa Clara County
95129,San Jose,,CA,Santa Clara County
95130,San Jose,,CA,Santa Clara County
95131,San Jose,,CA,Santa Clara County
95132,San Jose,,CA,Santa Clara County
95133,San Jose,,CA,Santa Clara County
95134,San Jose,,CA,Santa Clara County
95135,San Jose,,CA,Santa Clara County
95136,San Jose,,CA,Santa Clara County
95138,San Jose,,CA,Santa Clara County
95139,San Jose,,CA,Santa Clara County
95140,Mount Hamilton,"Mt Hamilton, San Jose",CA,Santa Clara County
95141,San Jose,,CA,Santa Clara County
95148,San Jose,,CA,Santa Clara County
95150,San Jose,,CA,Santa Clara County
95151,San Jose,,CA,Santa Clara County
95152,San Jose,,CA,Santa Clara County
95153,San Jose,,CA,Santa Clara County
95154,San Jose,,CA,Santa Clara County
95155,San Jose,,CA,Santa Clara County
95156,San Jose,,CA,Santa Clara County
95157,San Jose,,CA,Santa Clara County
95158,San Jose,,CA,Santa Clara County
95159,San Jose,,CA,Santa Clara County
95160,San Jose,,CA,Santa Clara County
95161,San Jose,,CA,Santa Clara County
95164,San Jose,,CA,Santa Clara County
95170,San Jose,,CA,Santa Clara County
95172,San Jose,,CA,Santa Clara County
95173,San Jose,,CA,Santa Clara County
95190,San Jose,,CA,Santa Clara County
95191,San Jose,,CA,Santa Clara County
95192,San Jose,,CA,Santa Clara County
95193,San Jose,,CA,Santa Clara County
95194,San Jose,,CA,Santa Clara County
95196,San Jose,,CA,Santa Clara County
95201,Stockton,,CA,San Joaquin County
95202,Stockton,,CA,San Joaquin County
95203,Stockton,,CA,San Joaquin County
95204,Stockton,,CA,San Joaquin County
95205,Stockton,,CA,San Joaquin County
95206,Stockton,,CA,San Joaquin County
95207,Stockton,,CA,San Joaquin County
95208,Stockton,,CA,San Joaquin County
95209,Stockton,,CA,San Joaquin County
95210,Stockton,,CA,San Joaquin County
95211,Stockton,,CA,San Joaquin County
95212,Stockton,Morada,CA,San Joaquin County
95213,Stockton,,CA,San Joaquin County
95214,Stockton,,CA,
95215,Stockton,,CA,San Joaquin County
95219,Stockton,,CA,San Joaquin County
95220,Acampo,,CA,San Joaquin County
95221,Altaville,Angels Camp,CA,Calaveras County
95222,Angels Camp,,CA,Calaveras County
95223,Arnold,"Bear Valley, Camp Connell",CA,Calaveras County
95224,Avery,,CA,Calaveras County
95225,Burson,,CA,Calaveras County
95226,Campo Seco,"Valley Spgs, Valley Springs",CA,Calaveras County
95227,Clements,,CA,San Joaquin County
95228,Copperopolis,,CA,Calaveras County
95229,Douglas Flat,Vallecito,CA,Calaveras County
95230,Farmington,,CA,San Joaquin County
95231,French Camp,,CA,San Joaquin County
95232,Glencoe,,CA,Calaveras County
95233,Hathaway Pines,Hathaway Pnes,CA,Calaveras County
95234,Holt,,CA,San Joaquin County
95236,Linden,,CA,San Joaquin County
95237,Lockeford,,CA,San Joaquin County
95240,Lodi,,CA,San Joaquin County
95241,Lodi,,CA,San Joaquin County
95242,Lodi,,CA,San Joaquin County
95245,Mokelumne Hill,Mokelumne Hl,CA,Calaveras County
95246,Mountain Ranch,"Mtn Ranch, Sheep Ranch",CA,Calaveras County
95247,Murphys,,CA,Calaveras County
95248,Rail Road Flat,Rail Rd Flat,CA,Calaveras County
95249,San Andreas,,CA,Calaveras County
95250,San Andreas,Sheep Ranch,CA,Calaveras County
95251,Vallecito,,CA,Calaveras County
95252,Valley Springs,Valley Spgs,CA,Calaveras County
95253,Victor,,CA,San Joaquin County
95254,Wallace,,CA,Calaveras County
95255,West Point,,CA,Calaveras County
95257,Wilseyville,,CA,Calaveras County
95258,Woodbridge,,CA,San Joaquin County
95267,Stockton,,CA,San Joaquin County
95269,Stockton,,CA,San Joaquin County
95296,Stockton,Lyoth,CA,San Joaquin County
95297,Stockton,,CA,San Joaquin County
95301,Atwater,,CA,Merced County
95303,Ballico,,CA,Merced County
95304,Tracy,Banta,CA,San Joaquin County
95305,Big Oak Flat,,CA,Tuolumne County
95306,Catheys Valley,Catheys Vly,CA,Mariposa County
95307,Ceres,,CA,Stanislaus County
95309,Chinese Camp,,CA,Tuolumne County
95310,Columbia,,CA,Tuolumne County
95311,Coulterville,,CA,Mariposa County
95312,Cressey,,CA,Merced County
95313,Crows Landing,,CA,Stanislaus County
95314,Pinecrest,Dardanelle,CA,Tuolumne County
95315,Delhi,,CA,Merced County
95316,Denair,,CA,Stanislaus County
95317,El Nido,,CA,Merced County
95318,El Portal,,CA,Mariposa County
95319,Empire,,CA,Stanislaus County
95320,Escalon,,CA,San Joaquin County
95321,Groveland,,CA,Tuolumne County
95322,Gustine,Santa Nella,CA,Merced County
95323,Hickman,,CA,Stanislaus County
95324,Hilmar,,CA,Merced County
95325,Hornitos,,CA,Mariposa County
95326,Hughson,,CA,Stanislaus County
95327,Jamestown,,CA,Tuolumne County
95328,Keyes,,CA,Stanislaus County
95329,La Grange,,CA,Tuolumne County
95330,Lathrop,,CA,San Joaquin County
95333,Le Grand,,CA,Merced County
95334,Livingston,,CA,Merced County
95335,Long Barn,Cold Springs,CA,Tuolumne County
95336,Manteca,,CA,San Joaquin County
95337,Manteca,,CA,San Joaquin County
95338,Mariposa,,CA,Mariposa County
95340,Merced,,CA,Merced County
95341,Merced,,CA,Merced County
95343,Merced,,CA,Merced County
95344,Merced,,CA,Merced County
95345,Midpines,,CA,Mariposa County
95346,Mi Wuk Village,Mi Wuk Vlg,CA,Tuolumne County
95347,Moccasin,,CA,Tuolumne County
95348,Merced,,CA,Merced County
95350,Modesto,,CA,Stanislaus County
95351,Modesto,,CA,Stanislaus County
95352,Modesto,,CA,Stanislaus County
95353,Modesto,,CA,Stanislaus County
95354,Modesto,,CA,Stanislaus County
95355,Modesto,,CA,Stanislaus County
95356,Modesto,,CA,Stanislaus County
95357,Modesto,,CA,Stanislaus County
95358,Modesto,,CA,Stanislaus County
95360,Newman,,CA,Stanislaus County
95361,Oakdale,"Knights Ferry, Valley Home",CA,Stanislaus County
95363,Patterson,Diablo Grande,CA,Stanislaus County
95364,Pinecrest,Dardanelle,CA,Tuolumne County
95365,Planada,,CA,Merced County
95366,Ripon,,CA,San Joaquin County
95367,Riverbank,,CA,Stanislaus County
95368,Salida,,CA,Stanislaus County
95369,Snelling,,CA,Merced County
95370,Sonora,,CA,Tuolumne County
95372,Soulsbyville,,CA,Tuolumne County
95373,Standard,Sonora,CA,Tuolumne County
95374,Stevinson,,CA,Merced County
95375,Strawberry,Pinecrest,CA,Tuolumne County
95376,Tracy,,CA,San Joaquin County
95377,Tracy,,CA,San Joaquin County
95378,Tracy,,CA,San Joaquin County
95379,Tuolumne,,CA,Tuolumne County
95380,Turlock,,CA,Stanislaus County
95381,Turlock,,CA,Stanislaus County
95382,Turlock,,CA,Stanislaus County
95383,Twain Harte,,CA,Tuolumne County
95385,Vernalis,,CA,Stanislaus County
95386,Waterford,,CA,Stanislaus County
95387,Westley,,CA,Stanislaus County
95388,Winton,,CA,Merced County
95389,Yosemite National Park,"Tuolumne Mdws, Tuolumne Meadows, Wawona, Yosemite Ntpk",CA,Mariposa County
95391,Tracy,"Mountain House, Mtn House",CA,San Joaquin County
95397,Modesto,,CA,Stanislaus County
95401,Santa Rosa,,CA,Sonoma County
95402,Santa Rosa,,CA,Sonoma County
95403,Santa Rosa,Larkfield,CA,Sonoma County
95404,Santa Rosa,,CA,Sonoma County
95405,Santa Rosa,,CA,Sonoma County
95406,Santa Rosa,,CA,Sonoma County
95407,Santa Rosa,,CA,Sonoma County
95409,Santa Rosa,Kenwood,CA,Sonoma County
95410,Albion,,CA,Mendocino County
95412,Annapolis,,CA,Sonoma County
95415,Boonville,,CA,Mendocino County
95416,Boyes Hot Springs,Boyes Hot Spg,CA,Sonoma County
95417,Branscomb,Laytonville,CA,Mendocino County
95418,Calpella,Ukiah,CA,Mendocino County
95419,Camp Meeker,,CA,Sonoma County
95420,Caspar,,CA,Mendocino County
95421,Cazadero,,CA,Sonoma County
95422,Clearlake,,CA,Lake County
95423,Clearlake Oaks,Clearlake Oks,CA,Lake County
95424,Clearlake Park,Clearlake Pk,CA,Lake County
95425,Cloverdale,,CA,Sonoma County
95426,Cobb,,CA,Lake County
95427,Comptche,,CA,Mendocino County
95428,Covelo,,CA,Mendocino County
95429,Dos Rios,,CA,Mendocino County
95430,Duncans Mills,,CA,Sonoma County
95431,Eldridge,,CA,Sonoma County
95432,Elk,,CA,Mendocino County
95433,El Verano,,CA,Sonoma County
95435,Finley,,CA,Lake County
95436,Forestville,,CA,Sonoma County
95437,Fort Bragg,,CA,Mendocino County
95439,Fulton,,CA,Sonoma County
95441,Geyserville,,CA,Sonoma County
95442,Glen Ellen,,CA,Sonoma County
95443,Glenhaven,,CA,Lake County
95444,Graton,,CA,Sonoma County
95445,Gualala,,CA,Mendocino County
95446,Guerneville,,CA,Sonoma County
95448,Healdsburg,,CA,Sonoma County
95449,Hopland,,CA,Mendocino County
95450,Jenner,,CA,Sonoma County
95451,Kelseyville,,CA,Lake County
95452,Kenwood,,CA,Sonoma County
95453,Lakeport,,CA,Lake County
95454,Laytonville,,CA,Mendocino County
95456,Little River,Littleriver,CA,Mendocino County
95457,Lower Lake,,CA,Lake County
95458,Lucerne,,CA,Lake County
95459,Manchester,,CA,Mendocino County
95460,Mendocino,,CA,Mendocino County
95461,Middletown,Loch Lomond,CA,Lake County
95462,Monte Rio,"Russian River, Russian River Mdws",CA,Sonoma County
95463,Navarro,,CA,Mendocino County
95464,Nice,,CA,Lake County
95465,Occidental,,CA,Sonoma County
95466,Philo,,CA,Mendocino County
95467,Hidden Valley Lake,Hidden Vl Lk,CA,Lake County
95468,Point Arena,,CA,Mendocino County
95469,Potter Valley,,CA,Mendocino County
